Titre,Texte,Etoiles,text,label,language,clean_text
Tout est toujours parfait,"Qualité parfois moyenne ,mais le prix est si bas .
Cependant nous nous y retrouvons .
Envoi rapide ,emballage correct et ligne contemporaine
Je recommande toutefois",5,"Tout est toujours parfait Qualité parfois moyenne ,mais le prix est si bas .
Cependant nous nous y retrouvons .
Envoi rapide ,emballage correct et ligne contemporaine
Je recommande toutefois",1,fr,tout toujours parfait qualité parfois moyenne prix si bas cependant retrouvons envoi rapide emballage correct ligne contemporaine recommande toutefois
Article de mauvaise qualité ne…,Article de mauvaise qualité ne correspond pas forcément à la photo,1,Article de mauvaise qualité ne… Article de mauvaise qualité ne correspond pas forcément à la photo,0,fr,article mauvaise qualité ne… article mauvaise qualité correspond forcément photo
Pas trop cher et colis toujours bien…,Pas trop cher et colis toujours bien envoyer à temps,5,Pas trop cher et colis toujours bien… Pas trop cher et colis toujours bien envoyer à temps,1,fr,trop cher colis toujours bien… trop cher colis toujours bien envoyer temps
Très satisfaite,"Toujours satisfaite de mes commandes
Grand choix prix abordables des articles pratiquement toujours en stock et de bonne qualité
Livraison rapide
Je recommande beaucoup autour de moi",5,"Très satisfaite Toujours satisfaite de mes commandes
Grand choix prix abordables des articles pratiquement toujours en stock et de bonne qualité
Livraison rapide
Je recommande beaucoup autour de moi",1,fr,très satisfaite toujours satisfaite commandes grand choix prix abordables articles pratiquement toujours stock bonne qualité livraison rapide recommande beaucoup autour
Commande reçue rapidement,"Commande reçue rapidement
Conforme aux photos
Ravie",5,"Commande reçue rapidement Commande reçue rapidement
Conforme aux photos
Ravie",1,fr,commande reçue rapidement commande reçue rapidement conforme photos ravie
Parfait un sans faute,"Livraison ultra rapide,produits variés et de qualité.....pour toutes les budgets",5,"Parfait un sans faute Livraison ultra rapide,produits variés et de qualité.....pour toutes les budgets",1,fr,parfait sans faute livraison ultra rapideproduits variés qualitépour toutes budgets
Super top j'ai reçu mon colis en bon…,"Super top j'ai reçu mon colis en bon état et je suis contente de la rapidité de l'envoi du colis, même un jour férié",5,"Super top j'ai reçu mon colis en bon… Super top j'ai reçu mon colis en bon état et je suis contente de la rapidité de l'envoi du colis, même un jour férié",1,fr,super top jai reçu colis bon… super top jai reçu colis bon état contente rapidité lenvoi colis jour férié
Livraison rapide,Choix important qualité correcte,5,Livraison rapide Choix important qualité correcte,1,fr,livraison rapide choix important qualité correcte
Chaque commande est envoyée et reçue rapidement,Chaque commande est envoyé et recue,5,Chaque commande est envoyée et reçue rapidement Chaque commande est envoyé et recue,1,fr,chaque commande envoyée reçue rapidement chaque commande envoyé recue
Points fort et points faibles,"On trouve une variété de produits, avec une très bonne qualité parfois, le service clients est toujours disponible pour aider les clients, et il font de leurs mieux , il faut juste travailler sur l'aspect de la clarté vis à vis des règles avec les clients, j'ai dernière apris que si en dépassement un certain montant on doit payer des frais supplémentaires seulement après avoir contacté le service clients, et je n'avais jamais reçu de tel informations au par avant, ni même au moment du payement, je trouve que cela est quelque chose sur la quel il faut travailler.",5,"Points fort et points faibles On trouve une variété de produits, avec une très bonne qualité parfois, le service clients est toujours disponible pour aider les clients, et il font de leurs mieux , il faut juste travailler sur l'aspect de la clarté vis à vis des règles avec les clients, j'ai dernière apris que si en dépassement un certain montant on doit payer des frais supplémentaires seulement après avoir contacté le service clients, et je n'avais jamais reçu de tel informations au par avant, ni même au moment du payement, je trouve que cela est quelque chose sur la quel il faut travailler.",1,fr,points fort points faibles trouve variété produits très bonne qualité parfois service clients toujours disponible aider clients font leurs mieux faut juste travailler laspect clarté vis vis règles clients jai dernière apris si dépassement certain montant doit payer frais supplémentaires seulement après avoir contacté service clients navais jamais reçu tel informations avant ni moment payement trouve cela quelque chose quel faut travailler
Beaucoup de choix très bon rapport…,Beaucoup de choix très bon rapport qualité prix taille bien pour moi qui porte une grande taille,5,Beaucoup de choix très bon rapport… Beaucoup de choix très bon rapport qualité prix taille bien pour moi qui porte une grande taille,1,fr,beaucoup choix très bon rapport… beaucoup choix très bon rapport qualité prix taille bien porte grande taille
Bonjour à chaque fois SHEIN me propose…,Bonjour à chaque fois SHEIN me propose d’acheter pour 10 e pour gagner 200 e d’achat à bah j’achète et je gagne rien du tout en retour je suis quand même un peu déçu alors que je suis une cliente ça va faire plus que 2 ans merci pour votre compréhension,2,Bonjour à chaque fois SHEIN me propose… Bonjour à chaque fois SHEIN me propose d’acheter pour 10 e pour gagner 200 e d’achat à bah j’achète et je gagne rien du tout en retour je suis quand même un peu déçu alors que je suis une cliente ça va faire plus que 2 ans merci pour votre compréhension,0,fr,bonjour chaque fois shein propose… bonjour chaque fois shein propose ’ acheter 10 gagner 200 ’ achat bah ’ achète gagne rien tout retour quand peu déçu alors cliente ça va faire plus 2 ans merci compréhension
Rien à dire,"Rien à dire, contente",4,"Rien à dire Rien à dire, contente",1,fr,rien dire rien dire contente
Salopette,Certains articles ne ressemble pas au photos et dommage que les matières des vêtements ne soient pas toujours noté,4,Salopette Certains articles ne ressemble pas au photos et dommage que les matières des vêtements ne soient pas toujours noté,1,fr,salopette certains articles ressemble photos dommage matières vêtements toujours noté
On trouve tout ce que l'on cherche sur Shein,"Shein me permet de trouver en un temps record des vêtements et des articles qui ne sont pas faciles à trouver dans les boutiques de prêt à porter proches de chez moi. En effet, ces boutiques obéissent davantage à des modes idéologiques qu'elles veulent imposer, qu'à des règles de bon sens ou de décence. Shein s'adapte, sans aucune idéologie - mais avec le génie du commerce !- aux besoins de clientèles extrêmement diversifiées. Cela m'amuse beaucoup d'ailleurs car on pourrait en faire une analyse sociologique ou culturelle.",5,"On trouve tout ce que l'on cherche sur Shein Shein me permet de trouver en un temps record des vêtements et des articles qui ne sont pas faciles à trouver dans les boutiques de prêt à porter proches de chez moi. En effet, ces boutiques obéissent davantage à des modes idéologiques qu'elles veulent imposer, qu'à des règles de bon sens ou de décence. Shein s'adapte, sans aucune idéologie - mais avec le génie du commerce !- aux besoins de clientèles extrêmement diversifiées. Cela m'amuse beaucoup d'ailleurs car on pourrait en faire une analyse sociologique ou culturelle.",1,fr,trouve tout lon cherche shein shein permet trouver temps record vêtements articles faciles trouver boutiques prêt porter proches chez effet boutiques obéissent davantage modes idéologiques quelles veulent imposer quà règles bon sens décence shein sadapte sans aucune idéologie génie commerce besoins clientèles extrêmement diversifiées cela mamuse beaucoup dailleurs car pourrait faire analyse sociologique culturelle
Mon shopping en ligne !!,"Cela fait maintenant plusieurs années que je commande sur SHEIN , j’aime le choix en terme de style, de couleur et de prix. Je ne suis pas très grande et sur ce site je trouve des pantalons que je n’ai pas à raccourcir. ….",5,"Mon shopping en ligne !! Cela fait maintenant plusieurs années que je commande sur SHEIN , j’aime le choix en terme de style, de couleur et de prix. Je ne suis pas très grande et sur ce site je trouve des pantalons que je n’ai pas à raccourcir. ….",1,fr,shopping ligne cela fait maintenant plusieurs années commande shein ’ aime choix terme style couleur prix très grande site trouve pantalons ’ raccourcir …
Bonne qualité pour ce que j ai acheté.,"Bonne qualité pour ce que j ai acheté.
Reçu assez vite",5,"Bonne qualité pour ce que j ai acheté. Bonne qualité pour ce que j ai acheté.
Reçu assez vite",1,fr,bonne qualité acheté bonne qualité acheté reçu assez vite
J'adore j'adore,"J'adore car on trouve tout vraiment tout et surtout des vêtements de grande taille car dans les magasins on ne trouve pas grand chose et surtout trop cher.
Alors moi je dis super on trouve tt et pas cher et facile à commander et pour les retours très facile aussi.
Merci shein",5,"J'adore j'adore J'adore car on trouve tout vraiment tout et surtout des vêtements de grande taille car dans les magasins on ne trouve pas grand chose et surtout trop cher.
Alors moi je dis super on trouve tt et pas cher et facile à commander et pour les retours très facile aussi.
Merci shein",1,fr,jadore jadore jadore car trouve tout vraiment tout surtout vêtements grande taille car magasins trouve grand chose surtout trop cher alors dis super trouve tt cher facile commander retours très facile aussi merci shein
Sérieux et rapide,Sérieux et rapide,5,Sérieux et rapide Sérieux et rapide,1,fr,sérieux rapide sérieux rapide
Super site…,"J’ai tjs eu une bonne expérience client avec Shein. Colis reçu tjs en temps et en heure, les articles sont de meilleure qualité qu’au début et ça c’est appréciable!!!",5,"Super site… J’ai tjs eu une bonne expérience client avec Shein. Colis reçu tjs en temps et en heure, les articles sont de meilleure qualité qu’au début et ça c’est appréciable!!!",1,fr,super site… ’ tjs bonne expérience client shein colis reçu tjs temps heure articles meilleure qualité ’ début ça ’ appréciable
Très contente de ma commande,Très contente de ma commande ; article conforme à la photo et livraison rapide. merci.,5,Très contente de ma commande Très contente de ma commande ; article conforme à la photo et livraison rapide. merci.,1,fr,très contente commande très contente commande article conforme photo livraison rapide merci
Envoie rapide et conforme à ma commande,Envoie rapide et conforme à ma commande,5,Envoie rapide et conforme à ma commande Envoie rapide et conforme à ma commande,1,fr,envoie rapide conforme commande envoie rapide conforme commande
